,full_name,resale_price,registered_year,engine_capacity,transmission_type,kms_driven,owner_type,fuel_type,seats,mileage,body_type
238,Maruti Swift Dzire VXI,408000.0,2015,1197,Manual,76469,First Owner,Petrol,5,22.41,Sedan
239,Honda Amaze SX i-VTEC,330000.0,2014,1198,Manual,118976,First Owner,Petrol,5,18.0,Sedan
240,Mahindra XUV500 W9,952000.0,2018,2179,Manual,57689,Second Owner,Diesel,7,15.1,SUV
241,Maruti Alto K10 VXI,357000.0,2019,998,Manual,27817,Second Owner,Petrol,5,24.39,Hatchback
242,Maruti Celerio ZXI AT,366000.0,2016,998,Automatic,62001,Third Owner,Petrol,5,23.1,Hatchback
243,Maruti Vitara Brezza VDi Option,628000.0,2018,1248,Manual,73081,First Owner,Diesel,5,24.3,SUV
244,Nissan Magnite Turbo XL BSVI,713000.0,2021,999,Manual,26387,First Owner,Petrol,5,20.0,SUV
245,Chevrolet Beat Diesel LT,155000.0,2013,936,Manual,80000,Second Owner,Diesel,5,25.44,Hatchback
246,Maruti Swift Dzire VXi,190000.0,2008,1298,Manual,70000,First Owner,Petrol,5,17.5,Sedan
247,Chevrolet Beat LT,6000000.0,2011,1199,Manual,50000,Second Owner,Petrol,5,18.6,Hatchback
248,Maruti Ertiga SHVS VDI,640000.0,2016,1248,Manual,100000,Second Owner,Diesel,7,24.52,MUV
249,Hyundai i10 Magna,250000.0,2012,1197,Manual,70000,Second Owner,Petrol,5,20.36,Hatchback
250,Maruti Swift Dzire VXI,390000.0,2015,1197,Manual,120000,Third Owner,Petrol,5,20.85,Sedan
251,Hyundai i20 Sportz 1.4 CRDi,550000.0,2015,1396,Manual,90000,Second Owner,Diesel,5,22.54,Hatchback
252,Tata Tigor XZ Plus CNG BSVI,728000.0,2022,1199,Manual,49551,First Owner,CNG,5,26.49,Sedan
253,Maruti Baleno 1.2 Sigma,432000.0,2016,1197,Manual,91117,First Owner,Petrol,5,21.4,Hatchback
255,Maruti Baleno 1.2 Delta,505999.99999999994,2017,1197,Manual,69056,First Owner,Petrol,5,21.4,Hatchback
256,Maruti Baleno Delta,634000.0,2019,1197,Manual,37503,First Owner,Petrol,5,21.01,Hatchback
257,Maruti Wagon R VXI BS IV,336000.0,2016,998,Manual,47202,First Owner,Petrol,5,20.51,Hatchback
258,Honda WR-V i-VTEC S,542000.0,2017,1199,Manual,37746,First Owner,Petrol,5,17.5,SUV
259,Ford Ecosport 1.5 Diesel Trend Plus BSIV,654000.0,2018,1498,Manual,57535,Second Owner,Diesel,5,23.0,SUV
260,Hyundai i20 1.2 Spotz,556000.0,2018,1197,Manual,47909,First Owner,Petrol,5,18.6,Hatchback
261,Maruti Alto 800 CNG LXI,200000.0,2014,796,Manual,50000,First Owner,CNG,5,30.46,Hatchback
262,Renault Kiger RXT AMT,585000.0,2022,999,Automatic,10000,First Owner,Petrol,5,19.03,SUV
263,Maruti Swift Dzire VDI,380000.0,2014,1248,Manual,90000,Second Owner,Diesel,5,23.4,Sedan
264,Ford Ecosport 1.5 TDCi Trend BSIV,600000.0,2016,1498,Manual,70000,First Owner,Diesel,5,22.77,SUV
265,Mercedes-Benz CLA 200 CDI Sport,1600000.0,2015,2143,Automatic,120000,First Owner,Diesel,5,17.9,Sedan
266,Maruti Wagon R VXI,480000.0,2020,998,Manual,50000,First Owner,Petrol,5,21.79,Hatchback
267,Maruti Swift VDI BSIV,350000.0,2015,1248,Manual,69981,First Owner,Diesel,5,25.2,Hatchback
268,Maruti Baleno 1.2 Delta,541000.0,2018,1197,Manual,18185,First Owner,Petrol,5,21.4,Hatchback
269,Maruti Swift Dzire ZXI 1.2,641000.0,2018,1197,Manual,97254,Second Owner,Petrol,5,21.21,Sedan
270,Maruti Wagon R VXI,508000.0,2019,998,Manual,19910,First Owner,Petrol,5,21.79,Hatchback
271,Honda Amaze S Diesel,775000.0,2021,1498,Manual,40680,First Owner,Diesel,5,24.7,Sedan
273,Hyundai EON Era Plus,292000.0,2018,814,Manual,66198,First Owner,Petrol,5,21.1,Hatchback
274,Maruti Celerio X AMT VXI Option BSIV,480000.0,2018,998,Automatic,97829,First Owner,Petrol,5,21.63,Hatchback
275,Honda Amaze VX i-DTEC,484999.99999999994,2015,1498,Manual,80000,Second Owner,Diesel,5,25.8,Sedan
276,Honda City VTEC,110000.00000000001,2006,1497,Manual,100000,Second Owner,Petrol,5,16.9,Sedan
277,Hyundai i20 Sportz Plus,650000.0,2020,1197,Manual,50000,First Owner,Petrol,5,18.6,Hatchback
278,Honda City i DTec V,675000.0,2017,1498,Manual,90000,Second Owner,Diesel,5,26.0,Sedan
280,Honda Civic 1.8 S MT,254999.99999999997,2010,1799,Manual,100000,Third Owner,Petrol,5,14.8,Sedan
281,Honda Amaze V Petrol BSIV,653000.0,2018,1199,Manual,39240,First Owner,Petrol,5,19.5,Sedan
282,Maruti Vitara Brezza LXI,785000.0,2021,1462,Manual,4055,First Owner,Petrol,5,17.03,SUV
283,Maruti Alto 800 LXI,291000.0,2018,796,Manual,62433,First Owner,Petrol,5,24.7,Hatchback
284,Maruti Swift VDI BSIV,428000.0,2016,1248,Manual,46929,First Owner,Diesel,5,25.2,Hatchback
285,Hyundai Creta 1.6 VTVT SX Plus,994000.0,2017,1591,Manual,47000,First Owner,Petrol,5,13.0,SUV
286,Hyundai EON Era Plus,224000.00000000003,2014,814,Manual,52703,First Owner,Petrol,5,21.1,Hatchback
288,Maruti Swift VDI,312000.0,2013,1248,Manual,117206,First Owner,Diesel,5,22.9,Hatchback
289,Skoda Rapid 1.5 TDI AT Style BSIV,814000.0,2017,1498,Automatic,30296,First Owner,Diesel,5,21.72,Sedan
290,Hyundai EON Era Plus Option,297000.0,2017,814,Manual,15614,First Owner,Petrol,5,21.1,Hatchback
291,Maruti Alto 800 CNG LXI,270000.0,2017,796,Manual,100000,First Owner,CNG,5,33.44,Hatchback
292,Hyundai Creta 1.6 EX Diesel,1130000.0,2020,1582,Manual,40000,First Owner,Diesel,5,20.5,SUV
293,Tata Nano LX,7000000.0,2013,624,Manual,60000,Second Owner,Petrol,4,25.4,Hatchback
294,Skoda Rapid 1.6 TDI Active,250000.0,2012,1598,Manual,110000,Second Owner,Diesel,5,20.5,Sedan
295,Chevrolet Tavera B2-7 seats BSII,125000.0,2006,2499,Manual,120000,Second Owner,Diesel,7,14.8,Chevrolet
296,Maruti Alto K10 LXI,280000.0,2018,998,Manual,50000,Second Owner,Petrol,5,23.95,Hatchback
297,Maruti Swift VDI,315000.0,2013,1248,Manual,74208,First Owner,Diesel,5,22.9,Hatchback
298,Mahindra XUV500 W11 Option AT AWD,1273000.0,2018,2179,Automatic,85663,First Owner,Diesel,7,15.1,SUV
299,Maruti Ignis 1.2 AMT Zeta BSIV,508000.0,2017,1197,Automatic,29406,First Owner,Petrol,5,20.89,Hatchback
300,Maruti Celerio ZXI AMT,382000.0,2016,998,Automatic,72029,Second Owner,Petrol,5,26.0,Hatchback
301,Maruti Vitara Brezza ZDi,708000.0,2017,1248,Manual,89341,First Owner,Diesel,5,24.3,SUV
302,Hyundai Aura SX Plus AMT,782000.0,2020,1197,Automatic,25799,First Owner,Petrol,5,20.1,Sedan
303,Hyundai i20 Active 1.2 SX,595000.0,2018,1197,Manual,47641,Third Owner,Petrol,5,17.19,Hatchback
304,Maruti Swift VXI,520000.0,2019,1197,Manual,40584,First Owner,Petrol,5,22.38,Hatchback
305,Maruti Alto K10 VXI,307000.0,2017,998,Manual,39259,First Owner,Petrol,5,24.39,Hatchback
306,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,423000.00000000006,2012,2494,Manual,120000,Fourth Owner,Diesel,8,12.99,MUV
307,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,455000.0,2012,2494,Manual,120000,Fourth Owner,Diesel,8,12.99,MUV
308,Hyundai Creta 1.6 SX Diesel,1050000.0,2018,1582,Manual,100000,First Owner,Diesel,5,20.5,SUV
310,MG Astor Sharp EX BSVI,1400000.0,2022,1498,Manual,30000,First Owner,Petrol,5,15.43,SUV
311,Hyundai Verna 1.4 CRDi,590000.0,2017,1396,Manual,80000,Second Owner,Diesel,5,24.8,Sedan
312,Maruti Swift Dzire ZDI,380000.0,2013,1248,Manual,80000,Second Owner,Diesel,5,23.4,Sedan
313,Maruti Swift Dzire VDI,389000.0,2014,1248,Manual,97697,First Owner,Diesel,5,23.4,Sedan
314,Maruti Swift Dzire LXI,355000.0,2014,1197,Manual,60708,First Owner,Petrol,5,22.41,Sedan
315,Maruti Ignis 1.2 Alpha BSIV,504000.0,2019,1197,Manual,72225,First Owner,Petrol,5,20.89,Hatchback
316,Renault Duster 110PS Diesel RxZ,532000.0,2016,1461,Manual,94226,Second Owner,Diesel,5,19.6,SUV
317,Maruti Baleno Zeta,705000.0,2021,1197,Manual,22808,First Owner,Petrol,5,21.01,Hatchback
318,Maruti S-Presso VXI 2019-2022,341000.0,2020,998,Manual,76980,First Owner,Petrol,5,21.7,Hatchback
319,Fiat Punto 1.2 Active,140000.0,2012,1172,Manual,50000,First Owner,Petrol,5,15.7,Hatchback
320,Mahindra XUV500 W4,490000.00000000006,2014,2179,Manual,100000,Third Owner,Diesel,7,15.1,SUV
321,Mahindra TUV 300 T4,525000.0,2016,1493,Manual,100000,First Owner,Diesel,7,18.49,SUV
323,BMW X1 sDrive20d Expedition,1900000.0,2017,1995,Automatic,100000,First Owner,Diesel,5,20.68,SUV
324,Maruti Swift ZXI Plus,573000.0,2019,1197,Manual,65698,First Owner,Petrol,5,22.38,Hatchback
325,Nissan Terrano XL,357000.0,2014,1598,Manual,82101,Second Owner,Petrol,5,13.24,SUV
326,Toyota Etios Liva GD,455999.99999999994,2015,1364,Manual,59819,Second Owner,Diesel,5,23.59,Hatchback
327,Maruti Alto K10 VXI,237000.0,2016,998,Manual,115250,First Owner,Petrol,5,24.39,Hatchback
328,Hyundai Creta 1.6 VTVT SX Plus,766000.0,2015,1591,Manual,29033,First Owner,Petrol,5,13.0,SUV
329,Hyundai i20 Active 1.2 S,479000.0,2015,1197,Manual,57294,Second Owner,Petrol,5,17.19,Hatchback
330,Maruti Alto 800 VXI,270000.0,2018,796,Manual,32464,First Owner,Petrol,5,22.05,Hatchback
331,Tata Nexon 1.2 Revotron XMA,691000.0,2018,1198,Automatic,12762,First Owner,Petrol,5,17.0,SUV
332,Mahindra KUV 100 NXT D75 K6 Plus,473000.00000000006,2017,1198,Manual,51719,First Owner,Diesel,6,25.32,Hatchback
333,Maruti Zen Estilo VXI BSIV,114999.99999999999,2011,998,Manual,110000,First Owner,Petrol,5,19.0,Hatchback
334,Tata Safari Storme EX,700000.0,2017,2179,Manual,70000,Second Owner,Diesel,7,14.1,SUV
335,Maruti Swift AMT ZDI,700000.0,2018,1248,Automatic,60000,First Owner,Diesel,5,28.4,Hatchback
336,Skoda Slavia 1.0 TSI Style BSVI,1473000.0,2022,999,Manual,10000,First Owner,Petrol,5,19.47,Sedan
337,Maruti Swift VDI BSIV,400000.0,2014,1248,Manual,80000,Third Owner,Diesel,5,25.2,Hatchback
338,Tata Safari Storme VX Varicor 400,751000.0,2016,2179,Manual,80000,Second Owner,Diesel,7,14.1,SUV
339,Hyundai i20 1.4 Asta Option,570000.0,2018,1396,Manual,66141,Second Owner,Diesel,5,22.54,Hatchback
340,Tata Tiago 1.2 Revotron XZA,438999.99999999994,2018,1199,Automatic,8769,Second Owner,Petrol,5,23.84,Hatchback
341,Maruti Vitara Brezza VDi Option,739000.0,2018,1248,Manual,30806,First Owner,Diesel,5,24.3,SUV
342,Maruti Alto 800 LXI,332000.0,2019,796,Manual,33245,First Owner,Petrol,5,22.05,Hatchback
343,Hyundai Xcent 1.2 VTVT SX Option,593000.0,2018,1197,Manual,42665,First Owner,Petrol,5,20.14,Sedan
344,Honda Amaze S i-DTEC,535000.0,2018,1498,Manual,114431,First Owner,Diesel,5,25.8,Sedan
345,Maruti Baleno 1.2 Delta,546000.0,2019,1197,Manual,38658,First Owner,Petrol,5,21.4,Hatchback
346,Hyundai Grand i10 1.2 Kappa Sportz BSIV,504000.0,2018,1197,Manual,23724,First Owner,Petrol,5,18.9,Hatchback
347,Renault KWID RXL,300000.0,2021,799,Manual,60000,Third Owner,Petrol,5,22.25,Hatchback
348,Maruti Wagon R VXI CNG BSVI,650000.0,2022,998,Manual,70000,First Owner,CNG,5,34.05,Hatchback
349,Hyundai Verna 1.6 SX VTVT,300000.0,2012,1591,Manual,110000,Second Owner,Petrol,5,17.01,Sedan
350,Tata Nexon 1.2 Revotron XM,545000.0,2017,1198,Manual,20000,First Owner,Petrol,5,17.0,SUV
351,Hyundai Verna SX Diesel,1200000.0,2022,1493,Manual,40000,First Owner,Diesel,5,25.0,Sedan
352,Tata Safari Storme VX Varicor 400,751000.0,2016,2179,Manual,80000,Second Owner,Diesel,7,14.1,SUV
353,Renault KWID 1.0 RXT Optional AT 2016-2019,315000.0,2017,999,Automatic,34061,First Owner,Petrol,5,23.01,Hatchback
354,Hyundai Grand i10 1.2 Kappa Asta,470000.0,2018,1197,Manual,51140,Second Owner,Petrol,5,18.9,Hatchback
355,Hyundai i10 Magna 1.1L,249000.00000000003,2014,1086,Manual,55076,First Owner,Petrol,5,19.81,Hatchback
356,Hyundai Grand i10 CRDi Sportz,315000.0,2015,1120,Manual,113593,Second Owner,Diesel,5,24.0,Hatchback
357,Maruti Baleno 1.2 Delta,469000.00000000006,2016,1197,Manual,54091,First Owner,Petrol,5,21.4,Hatchback
358,Honda City 1.5 V AT Sunroof,494000.00000000006,2012,1497,Automatic,56446,Second Owner,Petrol,5,16.8,Sedan
359,Hyundai Santro Sportz CNG BSIV,476000.0,2018,1086,Manual,41609,First Owner,CNG,5,30.48,Hatchback
360,Maruti Baleno Delta,630000.0,2021,1197,Manual,5806,First Owner,Petrol,5,21.01,Hatchback
361,Honda Amaze S Petrol BSIV,545000.0,2019,1199,Manual,53873,First Owner,Petrol,5,19.5,Sedan
362,Ford Ecosport 1.5 DV5 MT Titanium,300000.0,2013,1498,Manual,90000,First Owner,Diesel,5,22.7,SUV
363,Toyota Fortuner 2.8 2WD AT,3150000.0,2020,2755,Automatic,60000,First Owner,Diesel,7,12.9,SUV
364,Hyundai Verna 1.6 SX VTVT,415000.00000000006,2012,1591,Manual,60000,First Owner,Petrol,5,17.01,Sedan
365,Honda City V MT,890000.0,2021,1498,Manual,60000,First Owner,Petrol,5,18.6,Sedan
366,Maruti Ritz ZDi,240000.0,2013,1248,Manual,100000,Third Owner,Diesel,5,23.2,Hatchback
367,Nissan Terrano XV 110 PS,459999.99999999994,2015,1461,Manual,100000,First Owner,Diesel,5,19.01,SUV
368,Maruti Baleno 1.2 Alpha,500000.0,2018,1197,Manual,50000,Second Owner,Petrol,5,21.4,Hatchback
369,Maruti Wagon R LXI CNG Optional,450000.0,2019,998,Manual,80000,First Owner,CNG,5,26.6,Hatchback
370,Maruti Baleno 1.2 Alpha,633000.0,2019,1197,Manual,15415,First Owner,Petrol,5,21.4,Hatchback
371,Maruti Swift Dzire AMT VDI,604000.0,2018,1248,Automatic,55145,First Owner,Diesel,5,28.4,Sedan
372,Maruti Celerio VXI AMT,315000.0,2016,998,Automatic,109688,First Owner,Petrol,5,26.68,Hatchback
373,Hyundai Grand i10 Nios Sportz,660000.0,2019,1197,Manual,18914,First Owner,Petrol,5,20.7,Hatchback
374,Hyundai EON Era Plus Option,271000.0,2017,814,Manual,67328,Second Owner,Petrol,5,21.1,Hatchback
375,Maruti Ignis 1.2 Zeta BSIV,476999.99999999994,2018,1197,Manual,81741,First Owner,Petrol,5,20.89,Hatchback
376,Maruti Swift VXI,586000.0,2021,1197,Manual,43788,First Owner,Petrol,5,22.38,Hatchback
377,Hyundai Grand i10 Asta Option AT,401999.99999999994,2016,1197,Automatic,51520,Second Owner,Petrol,5,18.9,Hatchback
378,Maruti Swift VXI,358000.0,2014,1197,Manual,60574,First Owner,Petrol,5,22.38,Hatchback
379,Maruti Ciaz ZXi Plus,513000.0,2016,1373,Manual,85507,First Owner,Petrol,5,20.73,Sedan
380,Hyundai Grand i10 Sportz,304000.0,2014,1197,Manual,100000,Third Owner,Petrol,5,18.9,Hatchback
381,Mercedes-Benz C-Class C 250 CDI Elegance,700000.0,2012,2143,Automatic,110000,Second Owner,Diesel,5,14.94,Sedan
383,Toyota Fortuner 2.8 2WD AT,3250000.0,2020,2755,Automatic,60000,First Owner,Diesel,7,12.9,SUV
384,Ford Aspire Trend Diesel,500000.0,2017,1499,Manual,70000,First Owner,Diesel,5,24.4,Sedan
385,Renault KWID RXT Optional,350000.0,2018,799,Manual,40000,First Owner,Petrol,5,25.17,Hatchback
386,Honda City i VTEC SV,800000.0,2017,1497,Manual,70000,First Owner,Petrol,5,17.8,Sedan
387,Hyundai Creta 1.4 E Plus,900000.0,2019,1396,Manual,60000,First Owner,Diesel,5,22.1,SUV
388,Maruti Baleno Sigma,656000.0,2021,1197,Manual,34348,First Owner,Petrol,5,21.01,Hatchback
389,Hyundai i20 Sportz BSVI,682000.0,2020,1197,Manual,34139,First Owner,Petrol,5,21.0,Hatchback
390,Maruti Baleno 1.2 Sigma,413999.99999999994,2016,1197,Manual,91960,First Owner,Petrol,5,21.4,Hatchback
391,Honda City i VTEC SV,526000.0,2016,1497,Manual,27567,Second Owner,Petrol,5,17.8,Sedan
392,Hyundai EON Era Plus,307000.0,2018,814,Manual,14669,First Owner,Petrol,5,21.1,Hatchback
393,Ford Ecosport 1.5 TDCi Titanium BSIV,527000.0,2016,1498,Manual,60047,Second Owner,Diesel,5,22.77,SUV
394,Ford Ecosport 1.5 Diesel Titanium Plus,846000.0000000001,2021,1498,Manual,63152,First Owner,Diesel,5,21.7,SUV
395,Maruti Baleno 1.3 Zeta,639000.0,2019,1248,Manual,100250,First Owner,Diesel,5,27.39,Hatchback
396,Honda WR-V i-DTEC VX,625000.0,2017,1498,Manual,92708,Second Owner,Diesel,5,25.5,SUV
397,Maruti Ciaz ZXi,587000.0,2016,1373,Manual,47075,First Owner,Petrol,5,20.73,Sedan
398,Hyundai Elantra CRDi SX AT,515000.00000000006,2015,1582,Automatic,119655,Second Owner,Diesel,5,22.7,Sedan
399,Skoda Rapid 1.5 TDI AT Style BSIV,600000.0,2017,1498,Automatic,120000,Second Owner,Diesel,5,21.72,Sedan
400,Maruti S-Presso VXI 2019-2022,373000.0,2019,998,Manual,40000,First Owner,Petrol,5,21.7,Hatchback
401,Renault KWID RXT AMT,300000.0,2017,799,Automatic,110000,Second Owner,Petrol,5,25.17,Hatchback
402,Hyundai Santro Xing GLS,125000.0,2008,1086,Manual,60000,Second Owner,Petrol,5,17.92,Hatchback
403,Volkswagen Ameo 1.5 TDI Highline,450000.0,2016,1498,Manual,70000,Second Owner,Diesel,5,21.66,Sedan
404,Volkswagen Polo Diesel Highline 1.2L,180000.0,2011,1199,Manual,80000,Fifth Owner,Diesel,5,22.07,Hatchback
405,Mahindra Marazzo M2 BSIV,700000.0,2019,1497,Manual,70000,First Owner,Diesel,7,17.3,MUV
406,Maruti Swift VDI,285000.0,2011,1248,Manual,90000,Fourth Owner,Diesel,5,22.9,Hatchback
407,Hyundai Grand i10 Nios Magna,555000.0,2019,1197,Manual,16772,Second Owner,Petrol,5,20.7,Hatchback
408,Tata Tiago NRG Diesel,501000.0,2019,1047,Manual,49711,First Owner,Diesel,5,27.0,Hatchback
409,Hyundai Creta 1.4 E Plus CRDi,780000.0,2017,1396,Manual,87608,First Owner,Diesel,5,22.1,SUV
410,Ford Ecosport 1.5 Diesel Titanium BSIV,710000.0,2019,1498,Manual,82812,First Owner,Diesel,5,23.0,SUV
411,Honda WR-V SV,743000.0,2021,1199,Manual,23673,First Owner,Petrol,5,16.5,SUV
412,Tata Nexon XM Diesel,616000.0,2018,1497,Manual,34139,Second Owner,Diesel,5,23.22,SUV
413,Hyundai i20 Sportz 1.2,490000.00000000006,2017,1197,Manual,64302,Second Owner,Petrol,5,18.6,Hatchback
414,Hyundai Santro Xing GLS CNG,229999.99999999997,2013,1086,Manual,77724,Second Owner,CNG,5,11.88,Hatchback
415,Maruti Wagon R CNG LXI,561000.0,2020,998,Manual,42649,First Owner,CNG,5,32.52,Hatchback
416,Hyundai Grand i10 1.2 Kappa Sportz Option AT,520000.0,2017,1197,Automatic,21231,First Owner,Petrol,5,18.9,Hatchback
417,Maruti Wagon R VXI BS IV,355000.0,2016,998,Manual,25619,First Owner,Petrol,5,20.51,Hatchback
418,Tata Nexon KRAZ,617000.0,2018,1198,Manual,49355,First Owner,Petrol,5,17.0,SUV
419,Maruti Swift VDI,280000.0,2011,1248,Manual,100000,Fourth Owner,Diesel,5,22.9,Hatchback
420,Maruti SX4 S Cross Zeta DDiS 200 SH,800000.0,2018,1248,Manual,90000,First Owner,Diesel,5,25.1,SUV
421,Tata Indigo TDI,140000.0,2010,1405,Manual,90000,First Owner,Diesel,5,19.61,Sedan
422,Tata Indigo TDI,225000.0,2010,1405,Manual,90000,First Owner,Diesel,5,19.61,Sedan
423,Maruti Baleno Sigma BSVI,700000.0,2023,1197,Manual,10000,First Owner,Petrol,5,22.35,Hatchback
424,Tata Indica Aqua 1.4 TDI,150000.0,2011,1405,Manual,110000,Fourth Owner,Diesel,5,17.0,Hatchback
425,Ford Ecosport 1.5 DV5 MT Trend,450000.0,2014,1498,Manual,80000,Second Owner,Diesel,5,22.7,SUV
426,Toyota Fortuner 4x2 AT,1500000.0,2016,2982,Automatic,120000,First Owner,Diesel,7,12.55,SUV
427,Tata Nexon XZ BSVI,872000.0000000001,2022,1199,Manual,15525,First Owner,Petrol,5,17.57,SUV
428,Maruti Celerio VXI AMT,386000.0,2015,998,Automatic,24371,First Owner,Petrol,5,26.68,Hatchback
429,Maruti Vitara Brezza VDi Option,553000.0,2016,1248,Manual,106634,Second Owner,Diesel,5,24.3,SUV
430,Ford Freestyle Ambiente Diesel,504000.0,2018,1498,Manual,90038,Second Owner,Diesel,5,24.4,Hatchback
431,Maruti Swift Dzire VDI,476000.0,2015,1248,Manual,67933,Second Owner,Diesel,5,26.59,Sedan
432,Toyota Fortuner 2.8 4WD AT BSIV,2970000.0,2018,2755,Automatic,29486,First Owner,Diesel,7,15.04,SUV
433,Hyundai Grand i10 1.2 Kappa Sportz BSIV,540000.0,2020,1197,Manual,16996,First Owner,Petrol,5,18.9,Hatchback
434,Maruti Celerio X AMT ZXI Option BSIV,379000.0,2018,998,Automatic,124932,First Owner,Petrol,5,21.63,Hatchback
435,Toyota Glanza V,656000.0,2020,1197,Manual,25940,First Owner,Petrol,5,22.35,Hatchback
436,Hyundai Grand i10 Nios Magna,500000.0,2019,1197,Manual,42299,Second Owner,Petrol,5,20.7,Hatchback
437,Maruti Celerio X ZXI Option BSIV,491000.0,2018,998,Manual,38933,First Owner,Petrol,5,21.63,Hatchback
438,Maruti SX4 S Cross Alpha,965000.0,2020,1462,Manual,39300,First Owner,Petrol,5,18.55,SUV
439,Tata Indigo LX,150000.0,2012,1405,Manual,120000,Second Owner,Diesel,5,17.0,Sedan
440,Maruti Wagon R VXI BS IV,375000.0,2018,998,Manual,60000,First Owner,Petrol,5,20.51,Hatchback
441,Nissan Terrano XL Plus 85 PS,400000.0,2015,1461,Manual,70000,Second Owner,Diesel,5,20.45,SUV
442,Nissan Terrano XL Plus 85 PS,400000.0,2015,1461,Manual,70000,Second Owner,Diesel,5,20.45,SUV
443,Nissan Terrano XL Plus 85 PS,353000.0,2015,1461,Manual,70000,Second Owner,Diesel,5,20.45,SUV
444,Maruti Baleno Zeta,650000.0,2020,1197,Manual,40000,First Owner,Petrol,5,21.01,Hatchback
445,Nissan Terrano XL Plus 85 PS,400000.0,2015,1461,Manual,70000,Second Owner,Diesel,5,20.45,SUV
446,Maruti Swift Dzire AMT ZDI,520000.0,2016,1248,Automatic,120000,First Owner,Diesel,5,26.59,Sedan
447,Hyundai Grand i10 1.2 Kappa Sportz BSIV,497000.0,2019,1197,Manual,20329,First Owner,Petrol,5,18.9,Hatchback
448,Volkswagen Polo 1.5 TDI Comfortline,734000.0,2018,1498,Manual,56598,First Owner,Diesel,5,20.14,Hatchback
449,Maruti Baleno Zeta,682000.0,2021,1197,Manual,22615,Second Owner,Petrol,5,21.01,Hatchback
450,Hyundai Santro Sportz CNG BSIV,482000.0,2020,1086,Manual,85312,First Owner,CNG,5,30.48,Hatchback
451,Hyundai Santro Sportz CNG,559000.0,2022,1086,Manual,25586,First Owner,CNG,5,30.48,Hatchback
452,Maruti Ignis 1.3 AMT Zeta,562000.0,2017,1248,Automatic,60579,First Owner,Diesel,5,26.8,Hatchback
453,Hyundai i20 Magna BSVI,584000.0,2020,1197,Manual,95585,First Owner,Petrol,5,21.0,Hatchback
454,Volkswagen Jetta 2.0L TDI Comfortline,681000.0,2016,1968,Manual,105068,First Owner,Diesel,5,19.33,Sedan
455,Maruti Wagon R VXI BS IV,319000.0,2015,998,Manual,64154,First Owner,Petrol,5,20.51,Hatchback
456,Hyundai i20 Magna 1.2,540000.0,2017,1197,Manual,31163,First Owner,Petrol,5,18.6,Hatchback
457,Honda City i VTEC SV,493000.0,2015,1497,Manual,92675,Second Owner,Petrol,5,17.4,Sedan
458,Maruti Ciaz ZDi Plus SHVS,650000.0,2016,1248,Manual,70000,First Owner,Diesel,5,28.09,Sedan
459,Chevrolet Spark 1.0 LS,135000.0,2009,995,Manual,30000,First Owner,Petrol,5,18.0,Hatchback
460,Hyundai Venue SX Turbo,800000.0,2021,998,Manual,50000,First Owner,Petrol,5,18.27,SUV
461,Maruti Eeco 7 Seater STD 2020-2022,500000.0,2022,1196,Manual,20000,First Owner,Petrol,7,16.11,Minivans
462,Maruti Zen Estilo VXI BSIV,8000000.0,2009,998,Manual,40000,Second Owner,Petrol,5,19.0,Hatchback
463,Mahindra Scorpio 1.99 S10,1000000.0,2016,1997,Manual,120000,Second Owner,Diesel,7,15.4,SUV
465,Mahindra XUV500 W8 4WD,650000.0,2015,2179,Manual,90000,First Owner,Diesel,7,15.1,SUV
466,Skoda Rapid 1.5 TDI Active,394000.0,2015,1498,Manual,99484,First Owner,Diesel,5,21.14,Sedan
467,Maruti Alto K10 VXI,242000.0,2014,998,Manual,51156,First Owner,Petrol,5,24.39,Hatchback
468,Honda City i-VTEC V,813000.0000000001,2019,1497,Manual,38693,Second Owner,Petrol,5,17.4,Sedan
469,Maruti Baleno 1.2 CVT Delta,591000.0,2017,1197,Automatic,27626,First Owner,Petrol,5,21.4,Hatchback
470,Mahindra Thar CRDe,652000.0,2017,2498,Manual,63510,First Owner,Diesel,6,16.55,SUV
471,Maruti Wagon R VXI BS IV,293000.0,2015,998,Manual,96498,First Owner,Petrol,5,20.51,Hatchback
472,Toyota Etios Liva 1.4 VD,552000.0,2018,1364,Manual,26195,First Owner,Diesel,5,23.59,Hatchback
473,Tata Tiago 1.2 Revotron XT,404000.0,2018,1199,Manual,38017,First Owner,Petrol,5,23.84,Hatchback
474,Honda City i-VTEC V,737000.0,2018,1497,Manual,48978,First Owner,Petrol,5,17.4,Sedan
475,Mahindra Thar CRDe,682000.0,2018,2498,Manual,35083,Second Owner,Diesel,6,16.55,SUV
