,full_name,brand,resale_price,registered_year,engine_capacity,kms_driven,owner_type,transmission_type,fuel_type,mileage,body_type,seats
209,Mercedes-Benz E-Class E250 CDI,Mercedes-Benz,1190000.0,2014,2143.0,120000,Second Owner,Automatic,Diesel,13.0,Sedan,5
210,Audi Q7 35 TDI Quattro Technology,Audi,3690000.0,2015,2967.0,70000,First Owner,Automatic,Diesel,12.07,SUV,7
211,Mercedes-Benz C-Class C 200 CGI Elegance,Mercedes-Benz,1190000.0,2012,1796.0,72100,First Owner,Automatic,Petrol,11.74,Sedan,5
212,Audi A3 35 TFSI Premium Plus,Audi,2490000.0,2018,1395.0,46300,First Owner,Automatic,Petrol,19.2,Sedan,5
213,Audi Q3 35 TDI Quattro Premium Plus,Audi,2089999.9999999998,2018,1968.0,38000,Second Owner,Automatic,Diesel,15.17,SUV,5
214,Audi A3 35 TFSI Premium Plus,Audi,2680000.0,2019,1395.0,26300,First Owner,Automatic,Petrol,19.2,Sedan,5
215,Audi RS5 Sportback BSVI,Audi,9490000.0,2021,2894.0,5600,First Owner,Automatic,Petrol,8.8,Coupe,4
216,Audi RS5 Sportback BSVI,Audi,9490000.0,2021,2894.0,7000,First Owner,Automatic,Petrol,8.8,Coupe,4
217,Audi Q5 40 TDI Premium Plus,Audi,3779999.9999999995,2019,1968.0,48500,First Owner,Automatic,Diesel,17.01,SUV,5
218,Audi A6 35 TDI,Audi,2980000.0,2018,1968.0,38000,First Owner,Automatic,Diesel,18.53,Sedan,5
219,Audi A4 1.8 TFSI Premium Plus,Audi,1490000.0,2013,1798.0,43800,First Owner,Automatic,Petrol,15.64,Sedan,5
220,Audi A6 45 TFSI Technology WO Matrix BSVI,Audi,6490000.000000001,2022,1984.0,2300,First Owner,Automatic,Petrol,14.11,Sedan,5
221,Audi A6 45 TFSI Technology WO Matrix BSVI,Audi,5190000.0,2021,1984.0,24800,First Owner,Automatic,Petrol,14.11,Sedan,5
222,Audi A6 45 TFSI Technology WO Matrix BSVI,Audi,4790000.0,2020,1984.0,36700,First Owner,Automatic,Petrol,14.11,Sedan,5
223,Audi A6 35 TFSI,Audi,2089999.9999999998,2015,1798.0,79000,Second Owner,Automatic,Petrol,15.26,Sedan,5
224,Audi A3 35 TDI Premium Plus,Audi,1989999.9999999998,2017,1968.0,55400,First Owner,Automatic,Diesel,20.38,Sedan,5
225,Audi A3 35 TFSI Premium Plus,Audi,2780000.0,2019,1395.0,23700,First Owner,Automatic,Petrol,19.2,Sedan,5
226,Audi A3 35 TFSI Premium Plus,Audi,2690000.0,2019,1395.0,15600,First Owner,Automatic,Petrol,19.2,Sedan,5
227,Audi A4 35 QL TFSI Premium Plus,Audi,3290000.0,2020,1395.0,29900,First Owner,Automatic,Petrol,17.84,Sedan,5
228,Audi A3 35 TDI Technology,Audi,2290000.0,2018,1968.0,43500,First Owner,Automatic,Diesel,20.38,Sedan,5
229,Audi A3 35 TFSI Technology,Audi,2690000.0,2019,1395.0,44000,First Owner,Automatic,Petrol,19.2,Sedan,5
230,Audi A6 35 TDI,Audi,1889999.9999999998,2015,1968.0,85000,First Owner,Automatic,Diesel,18.53,Sedan,5
231,Hyundai i20 1.4 Sportz,Hyundai,550000.0,2017,1396.0,100000,First Owner,Manual,Diesel,22.54,Hatchback,5
232,Maruti Swift AMT ZXI Plus,Maruti,785000.0,2020,1197.0,30000,First Owner,Automatic,Petrol,21.21,Hatchback,5
233,Maruti Swift Dzire VXI,Maruti,408000.0,2015,1197.0,76469,First Owner,Manual,Petrol,22.41,Sedan,5
234,Honda Amaze SX i-VTEC,Honda,330000.0,2014,1198.0,118976,First Owner,Manual,Petrol,18.0,Sedan,5
235,Mahindra XUV500 W9,Mahindra,952000.0,2018,2179.0,57689,Second Owner,Manual,Diesel,15.1,SUV,7
236,Maruti Alto K10 VXI,Maruti,357000.0,2019,998.0,27817,Second Owner,Manual,Petrol,24.39,Hatchback,5
237,Maruti Celerio ZXI AT,Maruti,366000.0,2016,998.0,62001,Third Owner,Automatic,Petrol,23.1,Hatchback,5
238,Maruti Vitara Brezza VDi Option,Maruti,628000.0,2018,1248.0,73081,First Owner,Manual,Diesel,24.3,SUV,5
239,Nissan Magnite Turbo XL BSVI,Nissan,713000.0,2021,999.0,26387,First Owner,Manual,Petrol,20.0,SUV,5
240,Chevrolet Beat Diesel LT,Chevrolet,155000.0,2013,936.0,80000,Second Owner,Manual,Diesel,25.44,Hatchback,5
241,Maruti Swift Dzire VXi,Maruti,190000.0,2008,1298.0,70000,First Owner,Manual,Petrol,17.5,Sedan,5
242,Chevrolet Beat LT,Chevrolet,6000000.0,2011,1199.0,50000,Second Owner,Manual,Petrol,18.6,Hatchback,5
243,Maruti Ertiga SHVS VDI,Maruti,640000.0,2016,1248.0,100000,Second Owner,Manual,Diesel,24.52,MUV,7
244,Hyundai i10 Magna,Hyundai,250000.0,2012,1197.0,70000,Second Owner,Manual,Petrol,20.36,Hatchback,5
245,Maruti Swift Dzire VXI,Maruti,390000.0,2015,1197.0,120000,Third Owner,Manual,Petrol,20.85,Sedan,5
246,Hyundai i20 Sportz 1.4 CRDi,Hyundai,550000.0,2015,1396.0,90000,Second Owner,Manual,Diesel,22.54,Hatchback,5
247,Tata Tigor XZ Plus CNG BSVI,Tata,728000.0,2022,1199.0,49551,First Owner,Manual,CNG,26.49,Sedan,5
248,Maruti Baleno 1.2 Sigma,Maruti,432000.0,2016,1197.0,91117,First Owner,Manual,Petrol,21.4,Hatchback,5
249,Maruti Baleno 1.2 Delta,Maruti,505999.99999999994,2017,1197.0,69056,First Owner,Manual,Petrol,21.4,Hatchback,5
250,Maruti Baleno Delta,Maruti,634000.0,2019,1197.0,37503,First Owner,Manual,Petrol,21.01,Hatchback,5
251,Maruti Wagon R VXI BS IV,Maruti,336000.0,2016,998.0,47202,First Owner,Manual,Petrol,20.51,Hatchback,5
252,Honda WR-V i-VTEC S,Honda,542000.0,2017,1199.0,37746,First Owner,Manual,Petrol,17.5,SUV,5
253,Ford Ecosport 1.5 Diesel Trend Plus BSIV,Ford,654000.0,2018,1498.0,57535,Second Owner,Manual,Diesel,23.0,SUV,5
254,Hyundai i20 1.2 Spotz,Hyundai,556000.0,2018,1197.0,47909,First Owner,Manual,Petrol,18.6,Hatchback,5
255,Maruti Alto 800 CNG LXI,Maruti,200000.0,2014,796.0,50000,First Owner,Manual,CNG,30.46,Hatchback,5
256,Renault Kiger RXT AMT,Renault,585000.0,2022,999.0,10000,First Owner,Automatic,Petrol,19.03,SUV,5
257,Maruti Swift Dzire VDI,Maruti,380000.0,2014,1248.0,90000,Second Owner,Manual,Diesel,23.4,Sedan,5
258,Ford Ecosport 1.5 TDCi Trend BSIV,Ford,600000.0,2016,1498.0,70000,First Owner,Manual,Diesel,22.77,SUV,5
259,Mercedes-Benz CLA 200 CDI Sport,Mercedes-Benz,1600000.0,2015,2143.0,120000,First Owner,Automatic,Diesel,17.9,Sedan,5
260,Maruti Wagon R VXI,Maruti,480000.0,2020,998.0,50000,First Owner,Manual,Petrol,21.79,Hatchback,5
261,Maruti Swift VDI BSIV,Maruti,350000.0,2015,1248.0,69981,First Owner,Manual,Diesel,25.2,Hatchback,5
262,Maruti Baleno 1.2 Delta,Maruti,541000.0,2018,1197.0,18185,First Owner,Manual,Petrol,21.4,Hatchback,5
263,Maruti Swift Dzire ZXI 1.2,Maruti,641000.0,2018,1197.0,97254,Second Owner,Manual,Petrol,21.21,Sedan,5
264,Maruti Wagon R VXI,Maruti,508000.0,2019,998.0,19910,First Owner,Manual,Petrol,21.79,Hatchback,5
265,Honda Amaze S Diesel,Honda,775000.0,2021,1498.0,40680,First Owner,Manual,Diesel,24.7,Sedan,5
266,Hyundai EON Era Plus,Hyundai,292000.0,2018,814.0,66198,First Owner,Manual,Petrol,21.1,Hatchback,5
267,Maruti Celerio X AMT VXI Option BSIV,Maruti,480000.0,2018,998.0,97829,First Owner,Automatic,Petrol,21.63,Hatchback,5
268,Honda Amaze VX i-DTEC,Honda,484999.99999999994,2015,1498.0,80000,Second Owner,Manual,Diesel,25.8,Sedan,5
269,Honda City VTEC,Honda,110000.00000000001,2006,1497.0,100000,Second Owner,Manual,Petrol,16.9,Sedan,5
270,Hyundai i20 Sportz Plus,Hyundai,650000.0,2020,1197.0,50000,First Owner,Manual,Petrol,18.6,Hatchback,5
271,Honda City i DTec V,Honda,675000.0,2017,1498.0,90000,Second Owner,Manual,Diesel,26.0,Sedan,5
272,Honda Civic 1.8 S MT,Honda,254999.99999999997,2010,1799.0,100000,Third Owner,Manual,Petrol,14.8,Sedan,5
273,Honda Amaze V Petrol BSIV,Honda,653000.0,2018,1199.0,39240,First Owner,Manual,Petrol,19.5,Sedan,5
274,Maruti Vitara Brezza LXI,Maruti,785000.0,2021,1462.0,4055,First Owner,Manual,Petrol,17.03,SUV,5
275,Maruti Alto 800 LXI,Maruti,291000.0,2018,796.0,62433,First Owner,Manual,Petrol,24.7,Hatchback,5
276,Maruti Swift VDI BSIV,Maruti,428000.0,2016,1248.0,46929,First Owner,Manual,Diesel,25.2,Hatchback,5
277,Hyundai Creta 1.6 VTVT SX Plus,Hyundai,994000.0,2017,1591.0,47000,First Owner,Manual,Petrol,13.0,SUV,5
278,Hyundai EON Era Plus,Hyundai,224000.00000000003,2014,814.0,52703,First Owner,Manual,Petrol,21.1,Hatchback,5
279,Maruti Swift VDI,Maruti,312000.0,2013,1248.0,117206,First Owner,Manual,Diesel,22.9,Hatchback,5
280,Skoda Rapid 1.5 TDI AT Style BSIV,Skoda,814000.0,2017,1498.0,30296,First Owner,Automatic,Diesel,21.72,Sedan,5
281,Hyundai EON Era Plus Option,Hyundai,297000.0,2017,814.0,15614,First Owner,Manual,Petrol,21.1,Hatchback,5
282,Maruti Alto 800 CNG LXI,Maruti,270000.0,2017,796.0,100000,First Owner,Manual,CNG,33.44,Hatchback,5
283,Hyundai Creta 1.6 EX Diesel,Hyundai,1130000.0,2020,1582.0,40000,First Owner,Manual,Diesel,20.5,SUV,5
284,Tata Nano LX,Tata,7000000.0,2013,624.0,60000,Second Owner,Manual,Petrol,25.4,Hatchback,4
285,Skoda Rapid 1.6 TDI Active,Skoda,250000.0,2012,1598.0,110000,Second Owner,Manual,Diesel,20.5,Sedan,5
286,Chevrolet Tavera B2-7 seats BSII,Chevrolet,125000.0,2006,2499.0,120000,Second Owner,Manual,Diesel,14.8,Chevrolet,7
287,Maruti Alto K10 LXI,Maruti,280000.0,2018,998.0,50000,Second Owner,Manual,Petrol,23.95,Hatchback,5
288,Maruti Swift VDI,Maruti,315000.0,2013,1248.0,74208,First Owner,Manual,Diesel,22.9,Hatchback,5
289,Mahindra XUV500 W11 Option AT AWD,Mahindra,1273000.0,2018,2179.0,85663,First Owner,Automatic,Diesel,15.1,SUV,7
290,Maruti Ignis 1.2 AMT Zeta BSIV,Maruti,508000.0,2017,1197.0,29406,First Owner,Automatic,Petrol,20.89,Hatchback,5
291,Maruti Celerio ZXI AMT,Maruti,382000.0,2016,998.0,72029,Second Owner,Automatic,Petrol,26.0,Hatchback,5
292,Maruti Vitara Brezza ZDi,Maruti,708000.0,2017,1248.0,89341,First Owner,Manual,Diesel,24.3,SUV,5
293,Hyundai Aura SX Plus AMT,Hyundai,782000.0,2020,1197.0,25799,First Owner,Automatic,Petrol,20.1,Sedan,5
294,Hyundai i20 Active 1.2 SX,Hyundai,595000.0,2018,1197.0,47641,Third Owner,Manual,Petrol,17.19,Hatchback,5
295,Maruti Swift VXI,Maruti,520000.0,2019,1197.0,40584,First Owner,Manual,Petrol,22.38,Hatchback,5
296,Maruti Alto K10 VXI,Maruti,307000.0,2017,998.0,39259,First Owner,Manual,Petrol,24.39,Hatchback,5
297,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Toyota,423000.00000000006,2012,2494.0,120000,Fourth Owner,Manual,Diesel,12.99,MUV,8
298,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Toyota,455000.0,2012,2494.0,120000,Fourth Owner,Manual,Diesel,12.99,MUV,8
299,Hyundai Creta 1.6 SX Diesel,Hyundai,1050000.0,2018,1582.0,100000,First Owner,Manual,Diesel,20.5,SUV,5
300,MG Astor Sharp EX BSVI,MG,1400000.0,2022,1498.0,30000,First Owner,Manual,Petrol,15.43,SUV,5
301,Hyundai Verna 1.4 CRDi,Hyundai,590000.0,2017,1396.0,80000,Second Owner,Manual,Diesel,24.8,Sedan,5
302,Maruti Swift Dzire ZDI,Maruti,380000.0,2013,1248.0,80000,Second Owner,Manual,Diesel,23.4,Sedan,5
303,Maruti Swift Dzire VDI,Maruti,389000.0,2014,1248.0,97697,First Owner,Manual,Diesel,23.4,Sedan,5
304,Maruti Swift Dzire LXI,Maruti,355000.0,2014,1197.0,60708,First Owner,Manual,Petrol,22.41,Sedan,5
305,Maruti Ignis 1.2 Alpha BSIV,Maruti,504000.0,2019,1197.0,72225,First Owner,Manual,Petrol,20.89,Hatchback,5
306,Renault Duster 110PS Diesel RxZ,Renault,532000.0,2016,1461.0,94226,Second Owner,Manual,Diesel,19.6,SUV,5
307,Maruti Baleno Zeta,Maruti,705000.0,2021,1197.0,22808,First Owner,Manual,Petrol,21.01,Hatchback,5
308,Maruti S-Presso VXI 2019-2022,Maruti,341000.0,2020,998.0,76980,First Owner,Manual,Petrol,21.7,Hatchback,5
309,Fiat Punto 1.2 Active,Fiat,140000.0,2012,1172.0,50000,First Owner,Manual,Petrol,15.7,Hatchback,5
310,Mahindra XUV500 W4,Mahindra,490000.00000000006,2014,2179.0,100000,Third Owner,Manual,Diesel,15.1,SUV,7
311,Mahindra TUV 300 T4,Mahindra,525000.0,2016,1493.0,100000,First Owner,Manual,Diesel,18.49,SUV,7
312,BMW X1 sDrive20d Expedition,BMW,1900000.0,2017,1995.0,100000,First Owner,Automatic,Diesel,20.68,SUV,5
313,Maruti Swift ZXI Plus,Maruti,573000.0,2019,1197.0,65698,First Owner,Manual,Petrol,22.38,Hatchback,5
314,Nissan Terrano XL,Nissan,357000.0,2014,1598.0,82101,Second Owner,Manual,Petrol,13.24,SUV,5
315,Toyota Etios Liva GD,Toyota,455999.99999999994,2015,1364.0,59819,Second Owner,Manual,Diesel,23.59,Hatchback,5
316,Maruti Alto K10 VXI,Maruti,237000.0,2016,998.0,115250,First Owner,Manual,Petrol,24.39,Hatchback,5
317,Hyundai Creta 1.6 VTVT SX Plus,Hyundai,766000.0,2015,1591.0,29033,First Owner,Manual,Petrol,13.0,SUV,5
318,Hyundai i20 Active 1.2 S,Hyundai,479000.0,2015,1197.0,57294,Second Owner,Manual,Petrol,17.19,Hatchback,5
319,Maruti Alto 800 VXI,Maruti,270000.0,2018,796.0,32464,First Owner,Manual,Petrol,22.05,Hatchback,5
320,Tata Nexon 1.2 Revotron XMA,Tata,691000.0,2018,1198.0,12762,First Owner,Automatic,Petrol,17.0,SUV,5
321,Mahindra KUV 100 NXT D75 K6 Plus,Mahindra,473000.00000000006,2017,1198.0,51719,First Owner,Manual,Diesel,25.32,Hatchback,6
322,Maruti Zen Estilo VXI BSIV,Maruti,114999.99999999999,2011,998.0,110000,First Owner,Manual,Petrol,19.0,Hatchback,5
323,Tata Safari Storme EX,Tata,700000.0,2017,2179.0,70000,Second Owner,Manual,Diesel,14.1,SUV,7
324,Maruti Swift AMT ZDI,Maruti,700000.0,2018,1248.0,60000,First Owner,Automatic,Diesel,28.4,Hatchback,5
325,Skoda Slavia 1.0 TSI Style BSVI,Skoda,1473000.0,2022,999.0,10000,First Owner,Manual,Petrol,19.47,Sedan,5
326,Maruti Swift VDI BSIV,Maruti,400000.0,2014,1248.0,80000,Third Owner,Manual,Diesel,25.2,Hatchback,5
327,Tata Safari Storme VX Varicor 400,Tata,751000.0,2016,2179.0,80000,Second Owner,Manual,Diesel,14.1,SUV,7
328,Hyundai i20 1.4 Asta Option,Hyundai,570000.0,2018,1396.0,66141,Second Owner,Manual,Diesel,22.54,Hatchback,5
329,Tata Tiago 1.2 Revotron XZA,Tata,438999.99999999994,2018,1199.0,8769,Second Owner,Automatic,Petrol,23.84,Hatchback,5
330,Maruti Vitara Brezza VDi Option,Maruti,739000.0,2018,1248.0,30806,First Owner,Manual,Diesel,24.3,SUV,5
331,Maruti Alto 800 LXI,Maruti,332000.0,2019,796.0,33245,First Owner,Manual,Petrol,22.05,Hatchback,5
332,Hyundai Xcent 1.2 VTVT SX Option,Hyundai,593000.0,2018,1197.0,42665,First Owner,Manual,Petrol,20.14,Sedan,5
333,Honda Amaze S i-DTEC,Honda,535000.0,2018,1498.0,114431,First Owner,Manual,Diesel,25.8,Sedan,5
334,Maruti Baleno 1.2 Delta,Maruti,546000.0,2019,1197.0,38658,First Owner,Manual,Petrol,21.4,Hatchback,5
335,Hyundai Grand i10 1.2 Kappa Sportz BSIV,Hyundai,504000.0,2018,1197.0,23724,First Owner,Manual,Petrol,18.9,Hatchback,5
336,Renault KWID RXL,Renault,300000.0,2021,799.0,60000,Third Owner,Manual,Petrol,22.25,Hatchback,5
337,Maruti Wagon R VXI CNG BSVI,Maruti,650000.0,2022,998.0,70000,First Owner,Manual,CNG,34.05,Hatchback,5
338,Hyundai Verna 1.6 SX VTVT,Hyundai,300000.0,2012,1591.0,110000,Second Owner,Manual,Petrol,17.01,Sedan,5
339,Tata Nexon 1.2 Revotron XM,Tata,545000.0,2017,1198.0,20000,First Owner,Manual,Petrol,17.0,SUV,5
340,Hyundai Verna SX Diesel,Hyundai,1200000.0,2022,1493.0,40000,First Owner,Manual,Diesel,25.0,Sedan,5
341,Tata Safari Storme VX Varicor 400,Tata,751000.0,2016,2179.0,80000,Second Owner,Manual,Diesel,14.1,SUV,7
342,Renault KWID 1.0 RXT Optional AT 2016-2019,Renault,315000.0,2017,999.0,34061,First Owner,Automatic,Petrol,23.01,Hatchback,5
343,Hyundai Grand i10 1.2 Kappa Asta,Hyundai,470000.0,2018,1197.0,51140,Second Owner,Manual,Petrol,18.9,Hatchback,5
344,Hyundai i10 Magna 1.1L,Hyundai,249000.00000000003,2014,1086.0,55076,First Owner,Manual,Petrol,19.81,Hatchback,5
345,Hyundai Grand i10 CRDi Sportz,Hyundai,315000.0,2015,1120.0,113593,Second Owner,Manual,Diesel,24.0,Hatchback,5
346,Maruti Baleno 1.2 Delta,Maruti,469000.00000000006,2016,1197.0,54091,First Owner,Manual,Petrol,21.4,Hatchback,5
347,Honda City 1.5 V AT Sunroof,Honda,494000.00000000006,2012,1497.0,56446,Second Owner,Automatic,Petrol,16.8,Sedan,5
348,Hyundai Santro Sportz CNG BSIV,Hyundai,476000.0,2018,1086.0,41609,First Owner,Manual,CNG,30.48,Hatchback,5
349,Maruti Baleno Delta,Maruti,630000.0,2021,1197.0,5806,First Owner,Manual,Petrol,21.01,Hatchback,5
350,Honda Amaze S Petrol BSIV,Honda,545000.0,2019,1199.0,53873,First Owner,Manual,Petrol,19.5,Sedan,5
351,Ford Ecosport 1.5 DV5 MT Titanium,Ford,300000.0,2013,1498.0,90000,First Owner,Manual,Diesel,22.7,SUV,5
352,Toyota Fortuner 2.8 2WD AT,Toyota,3150000.0,2020,2755.0,60000,First Owner,Automatic,Diesel,12.9,SUV,7
353,Hyundai Verna 1.6 SX VTVT,Hyundai,415000.00000000006,2012,1591.0,60000,First Owner,Manual,Petrol,17.01,Sedan,5
354,Honda City V MT,Honda,890000.0,2021,1498.0,60000,First Owner,Manual,Petrol,18.6,Sedan,5
355,Maruti Ritz ZDi,Maruti,240000.0,2013,1248.0,100000,Third Owner,Manual,Diesel,23.2,Hatchback,5
356,Nissan Terrano XV 110 PS,Nissan,459999.99999999994,2015,1461.0,100000,First Owner,Manual,Diesel,19.01,SUV,5
357,Maruti Baleno 1.2 Alpha,Maruti,500000.0,2018,1197.0,50000,Second Owner,Manual,Petrol,21.4,Hatchback,5
358,Maruti Wagon R LXI CNG Optional,Maruti,450000.0,2019,998.0,80000,First Owner,Manual,CNG,26.6,Hatchback,5
359,Maruti Baleno 1.2 Alpha,Maruti,633000.0,2019,1197.0,15415,First Owner,Manual,Petrol,21.4,Hatchback,5
360,Maruti Swift Dzire AMT VDI,Maruti,604000.0,2018,1248.0,55145,First Owner,Automatic,Diesel,28.4,Sedan,5
361,Maruti Celerio VXI AMT,Maruti,315000.0,2016,998.0,109688,First Owner,Automatic,Petrol,26.68,Hatchback,5
362,Hyundai Grand i10 Nios Sportz,Hyundai,660000.0,2019,1197.0,18914,First Owner,Manual,Petrol,20.7,Hatchback,5
363,Hyundai EON Era Plus Option,Hyundai,271000.0,2017,814.0,67328,Second Owner,Manual,Petrol,21.1,Hatchback,5
364,Maruti Ignis 1.2 Zeta BSIV,Maruti,476999.99999999994,2018,1197.0,81741,First Owner,Manual,Petrol,20.89,Hatchback,5
365,Maruti Swift VXI,Maruti,586000.0,2021,1197.0,43788,First Owner,Manual,Petrol,22.38,Hatchback,5
366,Hyundai Grand i10 Asta Option AT,Hyundai,401999.99999999994,2016,1197.0,51520,Second Owner,Automatic,Petrol,18.9,Hatchback,5
367,Maruti Swift VXI,Maruti,358000.0,2014,1197.0,60574,First Owner,Manual,Petrol,22.38,Hatchback,5
368,Maruti Ciaz ZXi Plus,Maruti,513000.0,2016,1373.0,85507,First Owner,Manual,Petrol,20.73,Sedan,5
369,Hyundai Grand i10 Sportz,Hyundai,304000.0,2014,1197.0,100000,Third Owner,Manual,Petrol,18.9,Hatchback,5
370,Mercedes-Benz C-Class C 250 CDI Elegance,Mercedes-Benz,700000.0,2012,2143.0,110000,Second Owner,Automatic,Diesel,14.94,Sedan,5
371,Toyota Fortuner 2.8 2WD AT,Toyota,3250000.0,2020,2755.0,60000,First Owner,Automatic,Diesel,12.9,SUV,7
372,Ford Aspire Trend Diesel,Ford,500000.0,2017,1499.0,70000,First Owner,Manual,Diesel,24.4,Sedan,5
373,Renault KWID RXT Optional,Renault,350000.0,2018,799.0,40000,First Owner,Manual,Petrol,25.17,Hatchback,5
374,Honda City i VTEC SV,Honda,800000.0,2017,1497.0,70000,First Owner,Manual,Petrol,17.8,Sedan,5
375,Hyundai Creta 1.4 E Plus,Hyundai,900000.0,2019,1396.0,60000,First Owner,Manual,Diesel,22.1,SUV,5
376,Maruti Baleno Sigma,Maruti,656000.0,2021,1197.0,34348,First Owner,Manual,Petrol,21.01,Hatchback,5
377,Hyundai i20 Sportz BSVI,Hyundai,682000.0,2020,1197.0,34139,First Owner,Manual,Petrol,21.0,Hatchback,5
378,Maruti Baleno 1.2 Sigma,Maruti,413999.99999999994,2016,1197.0,91960,First Owner,Manual,Petrol,21.4,Hatchback,5
379,Honda City i VTEC SV,Honda,526000.0,2016,1497.0,27567,Second Owner,Manual,Petrol,17.8,Sedan,5
380,Hyundai EON Era Plus,Hyundai,307000.0,2018,814.0,14669,First Owner,Manual,Petrol,21.1,Hatchback,5
381,Ford Ecosport 1.5 TDCi Titanium BSIV,Ford,527000.0,2016,1498.0,60047,Second Owner,Manual,Diesel,22.77,SUV,5
382,Ford Ecosport 1.5 Diesel Titanium Plus,Ford,846000.0000000001,2021,1498.0,63152,First Owner,Manual,Diesel,21.7,SUV,5
383,Maruti Baleno 1.3 Zeta,Maruti,639000.0,2019,1248.0,100250,First Owner,Manual,Diesel,27.39,Hatchback,5
384,Honda WR-V i-DTEC VX,Honda,625000.0,2017,1498.0,92708,Second Owner,Manual,Diesel,25.5,SUV,5
385,Maruti Ciaz ZXi,Maruti,587000.0,2016,1373.0,47075,First Owner,Manual,Petrol,20.73,Sedan,5
386,Hyundai Elantra CRDi SX AT,Hyundai,515000.00000000006,2015,1582.0,119655,Second Owner,Automatic,Diesel,22.7,Sedan,5
387,Skoda Rapid 1.5 TDI AT Style BSIV,Skoda,600000.0,2017,1498.0,120000,Second Owner,Automatic,Diesel,21.72,Sedan,5
388,Maruti S-Presso VXI 2019-2022,Maruti,373000.0,2019,998.0,40000,First Owner,Manual,Petrol,21.7,Hatchback,5
389,Renault KWID RXT AMT,Renault,300000.0,2017,799.0,110000,Second Owner,Automatic,Petrol,25.17,Hatchback,5
390,Hyundai Santro Xing GLS,Hyundai,125000.0,2008,1086.0,60000,Second Owner,Manual,Petrol,17.92,Hatchback,5
391,Volkswagen Ameo 1.5 TDI Highline,Volkswagen,450000.0,2016,1498.0,70000,Second Owner,Manual,Diesel,21.66,Sedan,5
392,Volkswagen Polo Diesel Highline 1.2L,Volkswagen,180000.0,2011,1199.0,80000,Fifth Owner,Manual,Diesel,22.07,Hatchback,5
393,Mahindra Marazzo M2 BSIV,Mahindra,700000.0,2019,1497.0,70000,First Owner,Manual,Diesel,17.3,MUV,7
394,Maruti Swift VDI,Maruti,285000.0,2011,1248.0,90000,Fourth Owner,Manual,Diesel,22.9,Hatchback,5
395,Hyundai Grand i10 Nios Magna,Hyundai,555000.0,2019,1197.0,16772,Second Owner,Manual,Petrol,20.7,Hatchback,5
396,Tata Tiago NRG Diesel,Tata,501000.0,2019,1047.0,49711,First Owner,Manual,Diesel,27.0,Hatchback,5
397,Hyundai Creta 1.4 E Plus CRDi,Hyundai,780000.0,2017,1396.0,87608,First Owner,Manual,Diesel,22.1,SUV,5
398,Ford Ecosport 1.5 Diesel Titanium BSIV,Ford,710000.0,2019,1498.0,82812,First Owner,Manual,Diesel,23.0,SUV,5
399,Honda WR-V SV,Honda,743000.0,2021,1199.0,23673,First Owner,Manual,Petrol,16.5,SUV,5
400,Tata Nexon XM Diesel,Tata,616000.0,2018,1497.0,34139,Second Owner,Manual,Diesel,23.22,SUV,5
401,Hyundai i20 Sportz 1.2,Hyundai,490000.00000000006,2017,1197.0,64302,Second Owner,Manual,Petrol,18.6,Hatchback,5
402,Hyundai Santro Xing GLS CNG,Hyundai,229999.99999999997,2013,1086.0,77724,Second Owner,Manual,CNG,11.88,Hatchback,5
403,Maruti Wagon R CNG LXI,Maruti,561000.0,2020,998.0,42649,First Owner,Manual,CNG,32.52,Hatchback,5
404,Hyundai Grand i10 1.2 Kappa Sportz Option AT,Hyundai,520000.0,2017,1197.0,21231,First Owner,Automatic,Petrol,18.9,Hatchback,5
405,Maruti Wagon R VXI BS IV,Maruti,355000.0,2016,998.0,25619,First Owner,Manual,Petrol,20.51,Hatchback,5
406,Tata Nexon KRAZ,Tata,617000.0,2018,1198.0,49355,First Owner,Manual,Petrol,17.0,SUV,5
407,Maruti Swift VDI,Maruti,280000.0,2011,1248.0,100000,Fourth Owner,Manual,Diesel,22.9,Hatchback,5
408,Maruti SX4 S Cross Zeta DDiS 200 SH,Maruti,800000.0,2018,1248.0,90000,First Owner,Manual,Diesel,25.1,SUV,5
409,Tata Indigo TDI,Tata,140000.0,2010,1405.0,90000,First Owner,Manual,Diesel,19.61,Sedan,5
410,Tata Indigo TDI,Tata,225000.0,2010,1405.0,90000,First Owner,Manual,Diesel,19.61,Sedan,5
411,Maruti Baleno Sigma BSVI,Maruti,700000.0,2023,1197.0,10000,First Owner,Manual,Petrol,22.35,Hatchback,5
412,Tata Indica Aqua 1.4 TDI,Tata,150000.0,2011,1405.0,110000,Fourth Owner,Manual,Diesel,17.0,Hatchback,5
413,Ford Ecosport 1.5 DV5 MT Trend,Ford,450000.0,2014,1498.0,80000,Second Owner,Manual,Diesel,22.7,SUV,5
414,Toyota Fortuner 4x2 AT,Toyota,1500000.0,2016,2982.0,120000,First Owner,Automatic,Diesel,12.55,SUV,7
415,Tata Nexon XZ BSVI,Tata,872000.0000000001,2022,1199.0,15525,First Owner,Manual,Petrol,17.57,SUV,5
416,Maruti Celerio VXI AMT,Maruti,386000.0,2015,998.0,24371,First Owner,Automatic,Petrol,26.68,Hatchback,5
417,Maruti Vitara Brezza VDi Option,Maruti,553000.0,2016,1248.0,106634,Second Owner,Manual,Diesel,24.3,SUV,5
